Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-11-28 00:00:00,20.43,40.90,0.98,35.35,19.51,12.97,3.40,0.55,28.41,0.25,0.53,NA,NA,NA,NA,21.74,75.48,1.26,104.19,NA,0.00,NA,712.46,NA
2020-11-29 00:00:00,18.38,33.98,0.82,30.41,16.83,12.36,3.92,0.47,28.13,0.20,0.43,NA,NA,NA,NA,22.04,78.39,1.35,85.36,NA,0.00,NA,713.38,NA
2020-11-30 00:00:00,20.34,40.38,0.85,30.48,16.90,12.52,3.76,0.54,23.50,0.21,0.46,NA,NA,NA,NA,23.12,70.69,1.30,91.94,NA,0.00,NA,713.23,NA
2020-12-01 00:00:00,29.20,58.14,0.98,38.92,21.39,12.30,3.78,0.72,18.09,0.20,0.43,NA,NA,NA,NA,21.22,64.88,1.34,85.30,NA,0.00,NA,713.52,NA
2020-12-02 00:00:00,31.79,61.97,0.82,41.12,22.53,14.01,4.24,0.75,27.03,0.32,0.71,NA,NA,NA,NA,21.21,71.47,1.15,141.62,NA,0.00,NA,711.98,NA
2020-12-03 00:00:00,29.94,51.55,0.87,42.20,23.16,14.60,3.79,0.75,29.79,0.35,0.77,NA,NA,NA,NA,20.30,80.80,1.23,152.43,NA,0.00,NA,711.04,NA
2020-12-04 00:00:00,14.08,44.05,0.83,38.26,21.03,12.63,3.25,0.79,28.91,0.26,0.56,NA,NA,NA,NA,21.21,81.80,1.33,110.06,NA,0.00,NA,710.04,NA
2020-12-05 00:00:00,19.75,45.92,0.73,32.10,17.60,13.28,2.78,0.69,26.50,0.23,0.51,NA,NA,NA,NA,20.84,82.10,1.39,100.00,NA,0.00,NA,710.80,NA
2020-12-06 00:00:00,19.75,45.90,0.84,30.38,16.84,14.65,3.59,0.59,25.17,0.23,0.50,NA,NA,NA,NA,20.71,82.12,1.43,99.66,NA,0.00,NA,711.76,NA
2020-12-07 00:00:00,13.55,33.73,0.75,24.83,13.80,15.42,3.03,0.50,27.51,0.20,0.39,NA,NA,NA,NA,21.75,79.94,1.69,78.76,NA,0.00,NA,713.00,NA
2020-12-08 00:00:00,11.23,21.12,0.67,21.88,12.15,14.51,1.86,0.39,29.05,0.20,0.41,NA,NA,NA,NA,21.20,82.92,1.55,80.52,NA,0.00,NA,713.81,NA
2020-12-09 00:00:00,19.37,31.63,0.69,29.01,15.98,10.99,1.82,0.53,32.11,0.19,0.39,NA,NA,NA,NA,21.44,78.91,1.52,77.61,NA,0.00,NA,713.23,NA
2020-12-10 00:00:00,24.91,42.32,0.66,27.85,15.34,10.47,2.73,0.34,26.17,0.21,0.43,NA,NA,NA,NA,21.55,62.63,1.41,85.25,NA,0.00,NA,712.96,NA
2020-12-11 00:00:00,38.59,66.17,0.75,37.26,20.40,12.81,3.21,0.54,33.36,0.22,0.44,NA,NA,NA,NA,21.15,64.83,1.16,89.41,NA,0.00,NA,712.90,NA
2020-12-12 00:00:00,48.83,79.21,0.86,36.72,20.19,16.36,3.61,0.61,26.11,0.21,0.43,NA,NA,NA,NA,20.25,67.27,1.19,86.33,NA,0.00,NA,712.52,NA
2020-12-13 00:00:00,49.76,74.97,0.84,31.22,17.26,17.53,3.47,0.47,27.11,0.22,0.46,NA,NA,NA,NA,20.97,69.41,1.16,93.41,NA,0.00,NA,711.86,NA
2020-12-14 00:00:00,54.81,89.35,0.96,41.41,22.64,16.58,3.46,0.81,25.93,0.20,0.45,NA,NA,NA,NA,21.06,67.08,1.17,91.57,NA,0.00,NA,711.76,NA
2020-12-15 00:00:00,44.48,75.45,0.80,38.12,20.90,16.23,3.17,0.63,41.91,0.20,0.41,NA,NA,NA,NA,23.89,55.42,1.68,82.09,NA,0.00,NA,712.85,NA
2020-12-16 00:00:00,44.19,72.70,0.81,33.37,18.41,16.68,3.46,0.51,35.20,0.19,0.40,NA,NA,NA,NA,21.33,74.00,1.42,79.38,NA,0.00,NA,713.52,NA
2020-12-17 00:00:00,38.09,63.81,0.76,32.19,17.74,16.76,3.15,0.62,43.57,0.20,0.42,NA,NA,NA,NA,21.38,76.29,1.26,84.36,NA,0.00,NA,713.55,NA
2020-12-18 00:00:00,44.33,72.71,0.82,34.07,18.76,16.72,3.51,0.46,45.53,0.19,0.41,NA,NA,NA,NA,22.04,65.48,1.49,81.89,NA,0.00,NA,713.44,NA
2020-12-19 00:00:00,56.05,81.66,0.89,37.10,20.45,19.32,3.32,0.52,35.95,0.19,0.38,NA,NA,NA,NA,20.22,72.48,1.58,75.93,NA,0.00,NA,713.98,NA
2020-12-20 00:00:00,68.16,98.14,0.78,37.60,20.64,20.58,3.15,1.05,29.02,0.19,0.40,NA,NA,NA,NA,20.46,70.16,1.54,80.50,NA,0.00,NA,713.98,NA
2020-12-21 00:00:00,59.96,89.84,0.76,32.76,18.04,19.31,2.87,0.57,36.16,0.20,0.43,NA,NA,NA,NA,19.27,66.95,1.56,84.72,NA,0.00,NA,713.37,NA
2020-12-22 00:00:00,58.32,89.92,0.91,35.23,19.47,20.01,3.54,0.61,39.03,0.22,0.46,NA,NA,NA,NA,19.94,66.20,1.31,91.34,NA,0.00,NA,712.47,NA
2020-12-23 00:00:00,54.35,84.14,0.85,35.39,19.52,19.41,3.42,0.52,31.39,0.21,0.45,NA,NA,NA,NA,21.21,70.06,1.38,89.59,NA,0.00,NA,711.41,NA
2020-12-24 00:00:00,55.25,86.80,0.86,36.82,20.28,17.98,3.69,0.56,31.07,0.21,0.43,NA,NA,NA,NA,21.60,70.23,1.41,86.33,NA,0.00,NA,710.52,NA
2020-12-25 00:00:00,57.58,93.91,0.92,43.00,23.48,16.95,3.83,0.71,34.95,0.20,0.44,NA,NA,NA,NA,21.44,63.74,1.33,86.51,NA,0.00,NA,711.48,NA
2020-12-26 00:00:00,57.14,91.19,1.02,47.08,25.81,17.69,3.25,0.77,30.27,0.22,0.48,NA,NA,NA,NA,21.53,60.94,1.34,95.46,NA,0.00,NA,712.55,NA
2020-12-27 00:00:00,66.83,107.95,1.03,51.18,27.87,19.48,3.58,1.00,39.19,0.21,0.46,NA,NA,NA,NA,21.17,63.25,1.17,92.41,NA,0.00,NA,711.81,NA
2020-12-28 00:00:00,76.72,119.62,0.84,44.47,24.34,20.83,3.68,0.76,50.42,0.23,0.50,NA,NA,NA,NA,21.11,60.25,1.26,100.92,NA,0.00,NA,711.82,NA
2020-12-29 00:00:00,64.16,97.69,0.93,40.40,22.19,21.23,3.90,0.64,50.01,0.21,0.43,NA,NA,NA,NA,22.23,67.28,1.55,85.47,NA,0.00,NA,711.31,NA
2020-12-30 00:00:00,53.34,80.02,0.80,33.60,18.52,18.51,4.05,0.54,48.59,0.20,0.41,NA,NA,NA,NA,21.95,70.95,1.83,82.54,NA,0.00,NA,711.54,NA
2020-12-31 00:00:00,39.44,59.21,0.81,37.26,20.48,16.14,3.27,0.58,32.38,0.20,0.39,NA,NA,NA,NA,20.97,79.93,1.61,78.43,NA,0.00,NA,712.23,NA
